experiment,group,scenario,chain,quality,engine,cs_psnr,sr_psnr,cs_ssim,sr_ssim,cs_mae,sr_mae,cs_rmse,sr_rmse
cascade,cascade,Full chain,JPEG -> WebP -> HEIF -> AVIF,80,sim,20.770168685913085,21.715841903686524,0.8430067825317383,0.5964624309539794,16.71294563293457,15.650513763427734,25.06381851196289,21.605811462402343
cascade,sweep,JPEG q=95,JPEG,95,sim,20.770168685913085,23.359349670410158,0.8430067825317383,0.6959495520591736,16.71294563293457,12.758087158203125,25.06381851196289,18.17160842895508
cascade,sweep,JPEG q=90,JPEG,90,sim,20.770168685913085,23.117964096069336,0.8430067825317383,0.6740096855163574,16.71294563293457,13.135099067687989,25.06381851196289,18.639730377197267
cascade,sweep,JPEG q=80,JPEG,80,sim,20.770168685913085,22.604202499389647,0.8430067825317383,0.6372364330291748,16.71294563293457,13.93041748046875,25.06381851196289,19.706851882934572
cascade,sweep,JPEG q=65,JPEG,65,sim,20.770168685913085,21.999761657714842,0.8430067825317383,0.6006164884567261,16.71294563293457,14.911666831970216,25.06381851196289,21.06044731140137
cascade,sweep,JPEG q=50,JPEG,50,sim,20.770168685913085,21.542626037597657,0.8430067825317383,0.5754913878440857,16.71294563293457,15.731261749267578,25.06381851196289,22.14568183898926
cascade,sweep,WebP q=95,WebP,95,sim,20.770965118408203,23.34787811279297,0.8430123329162598,0.7139017271995545,16.7128010559082,12.965784072875977,25.06135208129883,18.117779693603516
cascade,sweep,WebP q=90,WebP,90,sim,20.770965118408203,23.441648101806642,0.8430123329162598,0.7100372290611268,16.7128010559082,12.803289337158203,25.06135208129883,17.939204330444337
cascade,sweep,WebP q=80,WebP,80,sim,20.770965118408203,23.410064849853516,0.8430123329162598,0.7006842017173767,16.7128010559082,12.877070388793946,25.06135208129883,17.974140701293944
cascade,sweep,WebP q=65,WebP,65,sim,20.770965118408203,22.89636688232422,0.8430123329162598,0.683562912940979,16.7128010559082,13.83311435699463,25.06135208129883,18.905020751953124
cascade,sweep,WebP q=50,WebP,50,sim,20.770965118408203,22.04091606140137,0.8430123329162598,0.6646367073059082,16.7128010559082,15.574268112182617,25.06135208129883,20.656829528808593
cascade,sweep,HEIF q=95,HEIF,95,sim,20.76984848022461,23.532803192138672,0.8430493927001953,0.7187692403793335,16.71229751586914,12.671387176513672,25.06497917175293,17.754536972045898
cascade,sweep,HEIF q=90,HEIF,90,sim,20.76984848022461,23.47944290161133,0.8430493927001953,0.7147702550888062,16.71229751586914,12.757402648925781,25.06497917175293,17.84827465057373
cascade,sweep,HEIF q=80,HEIF,80,sim,20.76984848022461,23.33042053222656,0.8430493927001953,0.7041655158996583,16.71229751586914,13.00984977722168,25.06497917175293,18.120634460449217
cascade,sweep,HEIF q=65,HEIF,65,sim,20.76984848022461,22.956025695800783,0.8430493927001953,0.6792093563079834,16.71229751586914,13.651967163085937,25.06497917175293,18.842824325561523
cascade,sweep,HEIF q=50,HEIF,50,sim,20.76984848022461,22.25248764038086,0.8430493927001953,0.6409168791770935,16.71229751586914,14.895753631591797,25.06497917175293,20.281526336669923
cascade,sweep,AVIF q=95,AVIF,95,sim,20.770590744018556,23.683292236328125,0.8430172538757325,0.7201716327667236,16.712183151245117,12.391518516540527,25.062399291992186,17.501626434326173
cascade,sweep,AVIF q=90,AVIF,90,sim,20.770590744018556,23.64198455810547,0.8430172538757325,0.7168219065666199,16.712183151245117,12.464244232177734,25.062399291992186,17.573307723999022
cascade,sweep,AVIF q=80,AVIF,80,sim,20.770590744018556,23.52025749206543,0.8430172538757325,0.7079113626480102,16.712183151245117,12.672656936645508,25.062399291992186,17.789640579223633
cascade,sweep,AVIF q=65,AVIF,65,sim,20.770590744018556,23.192367095947265,0.8430172538757325,0.686546483039856,16.712183151245117,13.232397346496581,25.062399291992186,18.392836227416993
cascade,sweep,AVIF q=50,AVIF,50,sim,20.770590744018556,22.598037490844728,0.8430172538757325,0.6525605010986328,16.712183151245117,14.276175003051758,25.062399291992186,19.563667449951172
cascade,single,None,None,0,real,20.770168685913085,23.876734771728515,0.8430067825317383,0.7359096813201904,16.71294563293457,12.105836563110351,25.06381851196289,17.162607650756836
cascade,single,JPEG,JPEG,80,real,20.770168685913085,22.596107177734375,0.8430067825317383,0.6368421125411987,16.71294563293457,13.944212608337402,25.06381851196289,19.71992431640625
cascade,single,WebP,WebP,80,real,20.770965118408203,22.892311096191406,0.8430123329162598,0.6622062444686889,16.7128010559082,13.52644172668457,25.06135208129883,19.079002990722657
cascade,single,HEIF,HEIF,80,real,20.76984848022461,23.65285888671875,0.8430493927001953,0.7195467329025269,16.71229751586914,12.37183048248291,25.06497917175293,17.59614547729492
cascade,single,AVIF,AVIF,80,real,20.770590744018556,23.213921661376954,0.8430172538757325,0.6896642518043518,16.712183151245117,12.960301132202149,25.062399291992186,18.457727966308592
cascade,cascade,Single (baseline),JPEG,80,real,20.770168685913085,22.596107177734375,0.8430067825317383,0.6368421125411987,16.71294563293457,13.944212608337402,25.06381851196289,19.71992431640625
cascade,cascade,Double same,JPEG -> JPEG,80,real,20.770168685913085,22.48273017883301,0.8430067825317383,0.6321209669113159,16.71294563293457,14.133857307434083,25.06381851196289,19.97058822631836
cascade,cascade,Double cross,JPEG -> WebP,80,real,20.770168685913085,22.0597819519043,0.8430067825317383,0.6054201412200928,16.71294563293457,14.805230369567871,25.06381851196289,20.91595878601074
cascade,cascade,Triple mixed,JPEG -> WebP -> JPEG,80,real,20.770168685913085,21.6100691986084,0.8430067825317383,0.5782345986366272,16.71294563293457,15.588892288208008,25.06381851196289,21.99048034667969
cascade,cascade,Platform simulate,JPEG -> HEIF -> WebP,80,real,20.770168685913085,22.040107879638672,0.8430067825317383,0.604548761844635,16.71294563293457,14.844332275390625,25.06381851196289,20.96052635192871
cascade,cascade,Full chain,JPEG -> WebP -> HEIF -> AVIF,80,real,20.770168685913085,21.66688522338867,0.8430067825317383,0.5880155396461487,16.71294563293457,15.468214340209961,25.06381851196289,21.84111686706543
cascade,sweep,JPEG q=95,JPEG,95,real,20.770168685913085,23.351915283203127,0.8430067825317383,0.6952869939804077,16.71294563293457,12.772717514038085,25.06381851196289,18.183583450317382
cascade,sweep,JPEG q=90,JPEG,90,real,20.770168685913085,23.113950119018554,0.8430067825317383,0.6736491107940674,16.71294563293457,13.143584251403809,25.06381851196289,18.64456085205078
cascade,sweep,JPEG q=80,JPEG,80,real,20.770168685913085,22.596107177734375,0.8430067825317383,0.6368421125411987,16.71294563293457,13.944212608337402,25.06381851196289,19.71992431640625
cascade,sweep,JPEG q=65,JPEG,65,real,20.770168685913085,21.973898162841795,0.8430067825317383,0.5999214267730713,16.71294563293457,14.975521087646484,25.06381851196289,21.107695007324217
cascade,sweep,JPEG q=50,JPEG,50,real,20.770168685913085,21.527243041992186,0.8430067825317383,0.575139639377594,16.71294563293457,15.772207412719727,25.06381851196289,22.17460983276367
cascade,sweep,WebP q=95,WebP,95,real,20.770965118408203,23.377333374023436,0.8430123329162598,0.7007040429115295,16.7128010559082,12.73505844116211,25.06135208129883,18.140264282226564
cascade,sweep,WebP q=90,WebP,90,real,20.770965118408203,23.251968688964844,0.8430123329162598,0.689926061630249,16.7128010559082,12.940444564819336,25.06135208129883,18.375121002197265
cascade,sweep,WebP q=80,WebP,80,real,20.770965118408203,22.892311096191406,0.8430123329162598,0.6622062444686889,16.7128010559082,13.52644172668457,25.06135208129883,19.079002990722657
cascade,sweep,WebP q=65,WebP,65,real,20.770965118408203,22.463891906738283,0.8430123329162598,0.6335512733459473,16.7128010559082,14.220282440185548,25.06135208129883,19.977937469482423
cascade,sweep,WebP q=50,WebP,50,real,20.770965118408203,22.131400527954103,0.8430123329162598,0.6132251119613648,16.7128010559082,14.784814987182617,25.06135208129883,20.71312744140625
cascade,sweep,HEIF q=95,HEIF,95,real,20.76984848022461,23.67765495300293,0.8430493927001953,0.7217581892013549,16.71229751586914,12.33075798034668,25.06497917175293,17.55299518585205
cascade,sweep,HEIF q=90,HEIF,90,real,20.76984848022461,23.673891296386717,0.8430493927001953,0.7214281988143921,16.71229751586914,12.337097969055176,25.06497917175293,17.559654464721678
cascade,sweep,HEIF q=80,HEIF,80,real,20.76984848022461,23.65285888671875,0.8430493927001953,0.7195467329025269,16.71229751586914,12.37183048248291,25.06497917175293,17.59614547729492
cascade,sweep,HEIF q=65,HEIF,65,real,20.76984848022461,23.541638793945314,0.8430493927001953,0.7093683767318726,16.71229751586914,12.551179809570312,25.06497917175293,17.79841148376465
cascade,sweep,HEIF q=50,HEIF,50,real,20.76984848022461,22.98004318237305,0.8430493927001953,0.6681530070304871,16.71229751586914,13.458664855957032,25.06497917175293,18.87423828125
cascade,sweep,AVIF q=95,AVIF,95,real,20.770590744018556,23.34459457397461,0.8430172538757325,0.702052788734436,16.712183151245117,12.747057876586915,25.062399291992186,18.210538177490236
cascade,sweep,AVIF q=90,AVIF,90,real,20.770590744018556,23.290906143188476,0.8430172538757325,0.6966809654235839,16.712183151245117,12.836772155761718,25.062399291992186,18.309268341064453
cascade,sweep,AVIF q=80,AVIF,80,real,20.770590744018556,23.213921661376954,0.8430172538757325,0.6896642518043518,16.712183151245117,12.960301132202149,25.062399291992186,18.457727966308592
cascade,sweep,AVIF q=65,AVIF,65,real,20.770590744018556,22.86543525695801,0.8430172538757325,0.6625798106193542,16.712183151245117,13.52626075744629,25.062399291992186,19.150549240112305
cascade,sweep,AVIF q=50,AVIF,50,real,20.770590744018556,22.1839005279541,0.8430172538757325,0.6185754036903381,16.712183151245117,14.650456085205079,25.062399291992186,20.62579032897949
